RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,Sides dishes - Brussel sprouts,Sides dishes - Carrots,Sides dishes - Cauliflower,Sides dishes - Corn,Sides dishes - Cornbread,Sides dishes - Fruit salad,Sides dishes - Green beans/green bean casserole,Sides dishes - Macaroni and cheese,Sides dishes - Mashed potatoes,Sides dishes - Rolls/biscuits,Sides dishes - Squash,Sides dishes - Vegetable salad,Sides dishes - Yams/sweet potato casserole,Sides dishes - Other,How far will you travel for Thanksgiving?,US Region
4336884042,Yes,Turkey,,Carrots,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336884019,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336883054,Yes,Turkey,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336882230,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336881221,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336881198,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336880828,Yes,Turkey,,,,,,,,,Mashed potatoes,,Squash,Vegetable salad,,,Thanksgiving is local--it will take place in the town I live in,
4336879968,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336879592,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336879579,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336879316,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336878978,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336878183,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336876798,Yes,Turkey,,,,,,,,,,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336876529,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336876457,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336876402,Yes,Turkey,,,Cauliflower,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
4336875194,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336874555,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336874265,Yes,Turkey,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336871606,Yes,Turkey,,Carrots,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336871204,Yes,Other,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East South Central
4336870813,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336870370,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336870006,Yes,Turkey,,,,,Cornbread,Fruit salad,,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,West South Central
4336869926,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336868990,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336867812,Yes,Turkey,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336867797,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336867715,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336866361,Yes,Turkey,,Carrots,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336863649,Yes,Turkey,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336861802,Yes,Turkey,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336861435,Yes,Turkey,,,,,,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Middle Atlantic
4336860680,Yes,Turkey,Brussel sprouts,Carrots,,,,,,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336860498,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336860029,Yes,Chicken,,,,,,Fruit salad,Green beans/green bean casserole,,,,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,
4336857693,Yes,Ham/Pork,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336857530,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336857362,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,New England
4336856298,Yes,Turkey,,,,,,,,,Mashed potatoes,,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336855177,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336853880,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336851292,Yes,Turkey,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Middle Atlantic
4336851260,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336848038,Yes,Turkey,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336847523,Yes,Turkey,,Carrots,Cauliflower,Corn,,,,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,Middle Atlantic
4336844557,Yes,Turkey,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East South Central
4336843665,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336841567,Yes,Other,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336841484,Yes,Turkey,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East North Central
4336840954,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,Fruit salad,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336840612,Yes,Turkey,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336839687,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336838632,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,South Atlantic
4336838630,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336838317,Yes,Turkey,,,,,,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336837943,Yes,Turkey,,,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336837306,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East North Central
4336836328,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,
4336836078,Yes,Turkey,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336835004,Yes,Ham/Pork,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West North Central
4336834730,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,New England
4336834473,Yes,Turkey,,Carrots,,Corn,,,,,,,,Vegetable salad,,,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336833478,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336832951,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,East South Central
4336832129,Yes,Chicken,,Carrots,,,Cornbread,,,,,Rolls/biscuits,,,,,Thanksgiving is out of town and far away--I have to drive several hours or fly,
4336830596,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336829875,Yes,Turkey,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other,Thanksgiving is happening at my home--I won't travel at all,South Atlantic
4336829721,Yes,Other,Brussel sprouts,Carrots,Cauliflower,Corn,,Fruit salad,,,,,,,,,Thanksgiving is happening at my home--I won't travel at all,East South Central
4336829185,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other,Thanksgiving is out of town and far away--I have to drive several hours or fly,Pacific
4336828331,Yes,Turkey,,,,,,,,,Mashed potatoes,,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336827783,Yes,Other,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336827663,Yes,Turkey,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336826560,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,South Atlantic
4336825506,Yes,Turkey,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is local--it will take place in the town I live in,East North Central
4336825281,Yes,Turkey,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336825000,Yes,Turkey,Brussel sprouts,,Cauliflower,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,Mountain
4336823441,Yes,Turkey,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is happening at my home--I won't travel at all,West North Central
4336823172,Yes,Turkey,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,West South Central
4336822252,Yes,Turkey,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,Thanksgiving is happening at my home--I won't travel at all,Middle Atlantic
4336821807,Yes,Turkey,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,Thanksgiving is local--it will take place in the town I live in,West North Central
4336821332,Yes,Turkey,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,,,,
4336819191,Yes,Turkey,,,Cauliflower,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,Thanksgiving is out of town and far away--I have to drive several hours or fly,South Atlantic
